ville,Emmanuel Macron,Marine Le Pen
Cambernard,55.47,44.53
Cambiac,82.88,17.12
Canens,62.5,37.5
Capens,56.13,43.87
Caragoudes,69.63,30.37
Caraman,60.21,39.79
Carbonne,61.04,38.96
Cardeilhac,52.41,47.59
Cassagnabère-Tournas,72.85,27.15
Cassagne,65.5,34.5
Castagnac,55.94,44.06
Castagnède,47.73,52.27
Castanet-Tolosan,80.42,19.58
Castelbiague,61.7,38.3
Castelgaillard,59.46,40.54
Castelginest,66.94,33.06
Castelmaurou,70.42,29.58
Castelnau-d'Estrétefonds,61.9,38.1
Castelnau-Picampeau,58.59,41.41
Le Castéra,59.42,40.58
Castéra-Vignoles,58.54,41.46
Casties-Labrande,55.74,44.26
Castillon-de-Larboust,72.09,27.91
Castillon-de-Saint-Martory,56.72,43.28
Cathervielle,86.21,13.79
Caubiac,58.05,41.95
Caubous,100.0,0.0
Caujac,60.28,39.72
Cazarilh-Laspènes,94.12,5.88
Cazaril-Tambourès,76.09,23.91
Cazaunous,50.0,50.0
Cazaux-Layrisse,77.08,22.92
Cazeaux-de-Larboust,82.14,17.86
Cazeneuve-Montaut,87.18,12.82
Cazères,56.61,43.39
Cépet,64.06,35.94
Cessales,57.89,42.11
Charlas,65.35,34.65
Chaum,60.19,39.81
Chein-Dessus,68.22,31.78
Ciadoux,57.03,42.97
Cier-de-Luchon,58.33,41.67
Cier-de-Rivière,60.49,39.51
Cierp-Gaud,56.28,43.72
Cintegabelle,58.71,41.29
Cirès,76.47,23.53
Clarac,51.18,48.82
Clermont-le-Fort,74.07,25.93
Colomiers,73.6,26.4
Cornebarrieu,68.03,31.97
Corronsac,84.34,15.66
Coueilles,81.25,18.75
Couladère,55.56,44.44
Couret,63.08,36.92
Cox,53.14,46.86
Cugnaux,73.34,26.66
Cuguron,62.86,37.14
Le Cuing,45.77,54.23
Daux,65.49,34.51
Deyme,76.35,23.65
Donneville,71.19,28.81
Drémil-Lafage,73.27,26.73
Drudas,50.81,49.19
Eaunes,60.47,39.53
Empeaux,62.14,37.86
Encausse-les-Thermes,68.11,31.89
Eoux,78.69,21.31
Escalquens,78.68,21.32
Escanecrabe,72.39,27.61
Espanès,77.84,22.16
Esparron,55.17,44.83
Esperce,62.32,37.68
Estadens,73.29,26.71
Estancarbon,63.46,36.54
Esténos,48.57,51.43
Eup,55.41,44.59
Fabas,63.81,36.19
Le Faget,71.98,28.02
Falga,67.57,32.43
Le Fauga,57.12,42.88
Fenouillet,64.72,35.28
Figarol,65.09,34.91
Flourens,78.96,21.04
Folcarde,55.88,44.12
Fonbeauzard,64.89,35.11
Fonsorbes,66.17,33.83
Fontenilles,70.71,29.29
Forgues,58.93,41.07
Fos,65.75,34.25
Fougaron,63.64,36.36
Fourquevaux,77.13,22.87
Le Fousseret,57.59,42.41
Francarville,65.06,34.94
Francazal,60.0,40.0
Francon,48.7,51.3
Franquevielle,47.34,52.66
Le Fréchet,57.58,42.42
Fronsac,70.8,29.2
Frontignan-de-Comminges,47.46,52.54
Frontignan-Savès,41.67,58.33
Fronton,59.25,40.75
Frouzins,68.74,31.26
Fustignac,77.27,22.73
Gagnac-sur-Garonne,64.07,35.93
Gaillac-Toulza,47.59,52.41
Galié,54.0,46.0
Ganties,70.52,29.48
Garac,62.39,37.61
Gardouch,71.12,28.88
Gargas,56.22,43.78
Garidech,67.59,32.41
Garin,84.62,15.38
Gauré,67.19,32.81
Gémil,68.55,31.45
Génos,86.05,13.95
Gensac-de-Boulogne,62.9,37.1
Gensac-sur-Garonne,55.97,44.03
Gibel,63.54,36.46
Gouaux-de-Larboust,75.81,24.19
Gouaux-de-Luchon,67.74,32.26
Goudex,52.78,47.22
Gourdan-Polignan,58.59,41.41
Goutevernisse,73.12,26.88
Gouzens,69.77,30.23
Goyrans,82.17,17.83
Gragnague,72.35,27.65
Gratens,54.87,45.13
Gratentour,72.56,27.44
Grazac,57.93,42.07
Grenade,65.46,34.54
Grépiac,66.31,33.69
Le Grès,62.5,37.5
Guran,76.32,23.68
Herran,62.0,38.0
His,64.29,35.71
Huos,56.54,43.46
L'Isle-en-Dodon,59.66,40.34
Issus,74.14,25.86
Izaut-de-l'Hôtel,63.07,36.93
Jurvielle,94.44,5.56
Juzes,71.43,28.57
Juzet-de-Luchon,76.74,23.26
Juzet-d'Izaut,64.66,35.34
Labarthe-Inard,53.94,46.06
Labarthe-Rivière,64.27,35.73
Labarthe-sur-Lèze,63.61,36.39
Labastide-Beauvoir,67.34,32.66
Labastide-Clermont,49.38,50.62
Labastide-Paumès,43.04,56.96
Labastide-Saint-Sernin,65.04,34.96
Labastidette,54.89,45.11
Labège,77.02,22.98
Labroquère,64.61,35.39
Labruyère-Dorsa,68.52,31.48
Lacaugne,68.1,31.9
Lacroix-Falgarde,82.57,17.43
Laffite-Toupière,56.25,43.75
Lafitte-Vigordane,59.93,40.07
Lagarde,66.4,33.6
Lagardelle-sur-Lèze,59.18,40.82
Lagrâce-Dieu,63.01,36.99
Lagraulet-Saint-Nicolas,66.9,33.1
Lahage,52.94,47.06
Lahitère,73.33,26.67
Lalouret-Laffiteau,70.13,29.87
Lamasquère,60.24,39.76
Landorthe,59.83,40.17
Lanta,67.43,32.57
Lapeyrère,41.94,58.06
Lapeyrouse-Fossat,71.41,28.59
Larcan,51.89,48.11
Laréole,61.45,38.55
Larroque,49.22,50.78
Lasserre,68.97,31.03
Latoue,68.71,31.29
Latour,63.04,36.96
Latrape,68.93,31.07
Launac,55.13,44.87
Launaguet,69.94,30.06
Lautignac,65.32,34.68
Lauzerville,78.13,21.87
Lavalette,69.32,30.68
Lavelanet-de-Comminges,55.49,44.51
Lavernose-Lacasse,58.9,41.1
Layrac-sur-Tarn,60.64,39.36
Lécussan,64.12,35.88
Lège,85.29,14.71
Léguevin,70.7,29.3
Lescuns,65.63,34.38
Lespinasse,57.18,42.82
Lespiteau,57.69,42.31
Lespugue,70.37,29.63
Lestelle-de-Saint-Martory,62.92,37.08
Lévignac,73.97,26.03
Lez,68.29,31.71
Lherm,60.83,39.17
Liéoux,45.68,54.32
Lilhac,52.56,47.44
Lodes,44.81,55.19
Longages,52.81,47.19
Loubens-Lauragais,73.31,26.69
Loudet,60.66,39.34
Lourde,71.83,28.17
Luscan,84.09,15.91
Lussan-Adeilhac,44.63,55.37
Lux,61.49,38.51
La Magdelaine-sur-Tarn,54.81,45.19
Mailholas,83.33,16.67
Malvezie,70.0,30.0
Mancioux,61.75,38.25
Mane,63.04,36.96
Marignac,63.77,36.23
Marignac-Lasclares,59.62,40.38
Marignac-Laspeyres,57.55,42.45
Marliac,53.62,46.38
Marquefave,57.63,42.37
Marsoulas,57.32,42.68
Martisserre,81.58,18.42
Martres-de-Rivière,58.67,41.33
Martres-Tolosane,54.45,45.55
Mascarville,58.26,41.74
Massabrac,69.64,30.36
Mauran,51.82,48.18
Mauremont,77.9,22.1
Maurens,60.0,40.0
Mauressac,58.95,41.05
Maureville,65.98,34.02
Mauvaisin,64.23,35.77
Mauvezin,44.44,55.56
Mauzac,64.87,35.13
Mayrègne,78.57,21.43
Mazères-sur-Salat,68.0,32.0
Melles,55.56,44.44
Menville,68.77,31.23
Mérenvielle,72.44,27.56
Mervilla,82.56,17.44
Merville,61.16,38.84
Milhas,54.08,45.92
Mirambeau,71.05,28.95
Miramont-de-Comminges,54.34,45.66
Miremont,56.13,43.87
Mirepoix-sur-Tarn,57.55,42.45
Molas,38.71,61.29
Moncaup,64.1,35.9
Mondavezan,54.53,45.47
Mondilhan,58.33,41.67
Mondonville,68.7,31.3
Mondouzil,73.68,26.32
Monès,69.57,30.43
Monestrol,83.87,16.13
Mons,78.22,21.78
Montaigut-sur-Save,69.06,30.94
Montastruc-de-Salies,70.19,29.81
Montastruc-la-Conseillère,73.27,26.73
Montastruc-Savès,63.64,36.36
Montauban-de-Luchon,73.97,26.03
Montaut,55.7,44.3
Montberaud,53.72,46.28
Montbernard,66.67,33.33
Montberon,69.27,30.73
Montbrun-Bocage,77.5,22.5
Montbrun-Lauragais,74.11,25.89
Montclar-de-Comminges,39.22,60.78
Montclar-Lauragais,63.85,36.15
Mont-de-Galié,92.31,7.69
Montégut-Bourjac,44.21,55.79
Montégut-Lauragais,53.82,46.18
Montespan,58.57,41.43
Montesquieu-Guittaut,60.0,40.0
Montesquieu-Lauragais,65.26,34.74
Montesquieu-Volvestre,60.66,39.34
Montgaillard-de-Salies,43.75,56.25
Montgaillard-Lauragais,68.59,31.41
Montgaillard-sur-Save,51.22,48.78
Montgazin,61.05,38.95
Montgeard,73.76,26.24
Montgiscard,73.17,26.83
Montgras,53.97,46.03
Montjoire,55.1,44.9
Montlaur,76.96,23.04
Montmaurin,69.53,30.47
Montoulieu-Saint-Bernard,53.77,46.23
Montoussin,58.73,41.27
Montpitol,73.42,26.58
Montrabé,75.37,24.63
Montréjeau,59.08,40.92
Montsaunès,65.9,34.1
Mourvilles-Basses,55.88,44.12
Mourvilles-Hautes,73.68,26.32
Moustajon,58.23,41.77
Muret,64.18,35.82
Nailloux,68.3,31.7
Nénigan,62.5,37.5
Nizan-Gesse,66.67,33.33
Noé,57.46,42.54
Nogaret,42.22,57.78
Noueilles,63.21,36.79
Odars,78.21,21.79
Ondes,61.54,38.46
Oô,76.39,23.61
Ore,65.67,34.33
Palaminy,59.91,40.09
Paulhac,66.52,33.48
Payssous,61.22,38.78
Péchabou,83.04,16.96
Pechbonnieu,72.21,27.79
Pechbusque,85.28,14.72
Péguilhan,58.19,41.81
Pelleport,55.6,44.4
Peyrissas,74.51,25.49
Peyrouzet,72.06,27.94
Peyssies,50.17,49.83
Pibrac,77.32,22.68
Pin-Balma,72.35,27.65
Le Pin-Murelet,55.67,44.33
Pinsaguel,66.94,33.06
Pins-Justaret,65.8,34.2
Plagne,51.79,48.21
Plagnole,54.44,45.56
Plaisance-du-Touch,74.62,25.38
Le Plan,64.68,35.32
Pointis-de-Rivière,57.7,42.3
Pointis-Inard,55.93,44.07
Polastron,51.52,48.48
Pompertuzat,80.26,19.74
Ponlat-Taillebourg,53.8,46.2
Portet-d'Aspet,70.59,29.41
Portet-de-Luchon,95.45,4.55
Portet-sur-Garonne,65.75,34.25
Poubeau,91.67,8.33
Poucharramet,57.39,42.61
Pouy-de-Touges,56.48,43.52
Pouze,80.33,19.67
Pradère-les-Bourguets,65.8,34.2
Préserville,69.35,30.65
Proupiary,72.97,27.03
Prunet,71.43,28.57
Puydaniel,51.65,48.35
Puymaurin,48.11,51.89
Puysségur,53.33,46.67
Quint-Fonsegrives,75.94,24.06
Ramonville-Saint-Agne,84.47,15.53
Razecueillé,53.33,46.67
Rebigue,80.3,19.7
Régades,60.49,39.51
Renneville,59.79,40.21
Revel,64.9,35.1
Rieucazé,63.64,36.36
Rieumajou,51.32,48.68
Rieumes,59.85,40.15
Rieux-Volvestre,62.65,37.35
Riolas,69.7,30.3
Roquefort-sur-Garonne,60.71,39.29
Roques,67.26,32.74
Roquesérière,68.31,31.69
Roquettes,68.74,31.26
Rouède,57.81,42.19
Rouffiac-Tolosan,75.56,24.44
Roumens,64.05,35.95
Sabonnères,48.84,51.16
Saccourvielle,66.67,33.33
Saiguède,61.2,38.8
Saint-Alban,61.92,38.08
Saint-André,57.14,42.86
Saint-Araille,48.94,51.06
Saint-Aventin,87.76,12.24
Saint-Béat,58.68,41.32
Saint-Bertrand-de-Comminges,71.74,28.26
Saint-Cézert,59.16,40.84
Saint-Christaud,47.1,52.9
Saint-Clar-de-Rivière,60.44,39.56
Saint-Elix-le-Château,55.63,44.37
Saint-Elix-Séglan,72.73,27.27
Saint-Félix-Lauragais,64.81,35.19
Saint-Ferréol,59.46,40.54
Sainte-Foy-d'Aigrefeuille,77.72,22.28
Sainte-Foy-de-Peyrolières,54.69,45.31
Saint-Frajou,72.55,27.45
Saint-Gaudens,63.21,36.79
Saint-Geniès-Bellevue,73.74,26.26
Saint-Germier,83.33,16.67
Saint-Hilaire,58.76,41.24
Saint-Ignan,51.49,48.51
Saint-Jean,75.7,24.3
Saint-Jean-Lherm,74.03,25.97
Saint-Jory,57.48,42.52
Saint-Julia,70.37,29.63
Saint-Julien,49.25,50.75
Saint-Lary-Boujean,68.12,31.88
Saint-Laurent,65.88,34.12
Saint-Léon,65.46,34.54
Sainte-Livrade,67.3,32.7
Saint-Loup-Cammas,69.06,30.94
Saint-Loup-en-Comminges,64.71,35.29
Saint-Lys,62.2,37.8
Saint-Mamet,66.3,33.7
Saint-Marcel-Paulel,64.29,35.71
Saint-Marcet,56.31,43.69
Saint-Martory,56.57,43.43
Saint-Médard,55.46,44.54
Saint-Michel,73.17,26.83
Saint-Orens-de-Gameville,77.92,22.08
Saint-Paul-sur-Save,63.83,36.17
Saint-Paul-d'Oueil,57.69,42.31
Saint-Pé-d'Ardet,82.11,17.89
Saint-Pé-Delbosc,51.25,48.75
Saint-Pierre,67.79,32.21
Saint-Pierre-de-Lages,77.55,22.45
Saint-Plancard,62.02,37.98
Saint-Rome,84.21,15.79
Saint-Rustice,60.0,40.0
Saint-Sauveur,60.69,39.31
Saint-Sulpice-sur-Lèze,57.43,42.57
Saint-Thomas,56.87,43.13
Saint-Vincent,81.73,18.27
Sajas,60.32,39.68
Saleich,71.56,28.44
Salerm,73.08,26.92
Salies-du-Salat,65.55,34.45
Salles-et-Pratviel,78.13,21.88
Salles-sur-Garonne,51.5,48.5
La Salvetat-Saint-Gilles,71.06,28.94
La Salvetat-Lauragais,59.78,40.22
Saman,61.33,38.67
Samouillan,59.62,40.38
Sana,62.5,37.5
Sarrecave,43.59,56.41
Sarremezan,68.18,31.82
Saubens,66.81,33.19
Saussens,63.64,36.36
Sauveterre-de-Comminges,65.85,34.15
Saux-et-Pomarède,61.39,38.61
Savarthès,51.49,48.51
Savères,53.44,46.56
Sédeilhac,76.32,23.68
Ségreville,63.64,36.36
Seilh,71.89,28.11
Seilhan,51.61,48.39
Sénarens,67.27,32.73
Sengouagnet,75.19,24.81
Sepx,63.7,36.3
Seyre,71.43,28.57
Seysses,62.05,37.95
Signac,87.1,12.9
Sode,85.0,15.0
Soueich,71.1,28.9
Tarabel,65.23,34.77
Terrebasse,48.0,52.0
Thil,62.41,37.59
Touille,60.43,39.57
Toulouse,82.98,17.02
Les Tourreilles,57.07,42.93
Tournefeuille,79.98,20.02
Toutens,68.97,31.03
Trébons-de-Luchon,100.0,0.0
Trébons-sur-la-Grasse,69.5,30.5
L'Union,75.51,24.49
Urau,61.9,38.1
Vacquiers,69.57,30.43
Valcabrère,70.71,29.29
Valentine,64.16,35.84
Vallègue,63.58,36.42
Vallesvilles,74.3,25.7
Varennes,68.15,31.85
Vaudreuille,63.64,36.36
Vaux,43.82,56.18
Vendine,61.39,38.61
Venerque,71.75,28.25
Verfeil,67.89,32.11
Vernet,64.32,35.68
Vieille-Toulouse,83.26,16.74
Vieillevigne,77.44,22.56
Vignaux,70.79,29.21
Vigoulet-Auzil,84.64,15.36
Villariès,63.66,36.34
Villate,63.04,36.96
Villaudric,59.7,40.3
Villefranche-de-Lauragais,67.01,32.99
Villematier,51.64,48.36
Villemur-sur-Tarn,56.56,43.44
Villeneuve-de-Rivière,61.54,38.46
Villeneuve-Lécussan,59.54,40.46
Villeneuve-lès-Bouloc,62.27,37.73
Villeneuve-Tolosane,70.67,29.33
Villenouvelle,68.97,31.03
Binos,75.86,24.14
Escoulis,71.43,28.57
Larra,57.77,42.23
Cazac,72.22,27.78
Aignan,67.94,32.06
Ansan,60.34,39.66
Antras,68.75,31.25
Arblade-le-Bas,68.92,31.08
Arblade-le-Haut,64.64,35.36
Ardizas,63.87,36.13
Armentieux,70.27,29.73
Armous-et-Cau,51.92,48.08
Arrouède,61.54,38.46
Aubiet,66.55,33.45
Auch,76.72,23.28
Augnax,62.5,37.5
Aujan-Mournède,65.38,34.62
Auradé,62.82,37.18
Aurensan,77.22,22.78
Aurimont,71.68,28.32
Auterive,72.43,27.57
Aux-Aussat,69.17,30.83
Avensac,74.19,25.81
Avéron-Bergelle,67.95,32.05
Avezan,78.85,21.15
Ayguetinte,68.0,32.0
Ayzieu,68.06,31.94
Bajonnette,71.43,28.57
Barcelonne-du-Gers,71.88,28.12
Barcugnan,65.57,34.43
Barran,66.0,34.0
Bars,65.79,34.21
Bascous,59.26,40.74
Bassoues,68.9,31.1
Bazian,36.76,63.24
Bazugues,67.86,32.14
Beaucaire,66.86,33.14
Beaumarchés,71.03,28.97
Beaumont,48.84,51.16
Beaupuy,69.52,30.48
Beccas,52.46,47.54
Bédéchan,54.93,45.07
Bellegarde-Adoulins,63.86,36.14
Belloc-Saint-Clamens,79.07,20.93
Belmont,67.86,32.14
Béraut,57.58,42.42
Berdoues,66.27,33.73
Bernède,76.67,23.33
Berrac,71.43,28.57
Betcave-Aguin,65.57,34.43
Bétous,51.16,48.84
Betplan,66.67,33.33
Bézéril,78.38,21.62
Bezolles,63.51,36.49
Bézues-Bajon,80.0,20.0
Biran,61.07,38.93
Bivès,66.25,33.75
Blanquefort,65.38,34.62
Blaziert,75.79,24.21
Blousson-Sérian,77.78,22.22
Bonas,66.27,33.73
Boucagnères,70.77,29.23
Boulaur,54.37,45.63
Bourrouillan,79.31,20.69
Bouzon-Gellenave,72.63,27.37
Bretagne-d'Armagnac,56.85,43.15
Le Brouilh-Monbert,67.8,32.2
Brugnens,59.49,40.51
Cabas-Loumassès,84.21,15.79
Cadeilhan,73.33,26.67
Cadeillan,79.55,20.45
Cahuzac-sur-Adour,47.12,52.88
Caillavet,60.36,39.64
Callian,42.86,57.14
Campagne-d'Armagnac,68.64,31.36
Cannet,84.38,15.63
Cassaigne,56.69,43.31
Castelnau-Barbarens,73.73,26.27
Castelnau-d'Anglès,54.55,45.45
Castelnau-d'Arbieu,71.85,28.15
Castelnau-d'Auzan Labarrère,63.49,36.51
Castelnau-sur-l'Auvignon,59.09,40.91
Castelnavet,67.65,32.35
Castéra-Lectourois,62.43,37.57
Castéra-Verduzan,70.82,29.18
Castéron,58.06,41.94
Castet-Arrouy,67.39,32.61
Castex,80.0,20.0
Castex-d'Armagnac,62.71,37.29
Castillon-Debats,70.49,29.51
Castillon-Massas,51.49,48.51
Castillon-Savès,65.03,34.97
Castin,69.65,30.35
Catonvielle,47.06,52.94
Caumont,56.41,43.59
Caupenne-d'Armagnac,68.8,31.2
Caussens,55.88,44.12
Cazaubon,62.28,37.72
Cazaux-d'Anglès,68.85,31.15
Cazaux-Savès,72.85,27.15
Cazaux-Villecomtal,73.33,26.67
Cazeneuve,50.55,49.45
Céran,62.5,37.5
Cézan,57.14,42.86
Chélan,69.41,30.59
Clermont-Pouyguillès,63.87,36.13
Clermont-Savès,59.02,40.98
Cologne,64.75,35.25
Condom,65.8,34.2
Corneillan,66.2,33.8
Couloumé-Mondebat,53.0,47.0
Courrensan,68.87,31.13
Courties,68.0,32.0
Crastes,65.82,34.18
Cravencères,50.0,50.0
Cuélas,58.33,41.67
Dému,57.67,42.33
Duffort,55.29,44.71
Duran,80.08,19.92
Durban,75.61,24.39
Eauze,65.74,34.26
Encausse,66.82,33.18
Endoufielle,63.89,36.11
Esclassan-Labastide,66.85,33.15
Escorneboeuf,60.94,39.06
Espaon,55.74,44.26
Espas,75.76,24.24
Estampes-Castelfranc,66.3,33.7
Estang,71.54,28.46
Estipouy,78.07,21.93
Estramiac,55.68,44.32
Faget-Abbatial,79.05,20.95
Flamarens,62.07,37.93
Fleurance,63.16,36.84
Fourcès,64.37,35.63
Frégouville,64.55,35.45
Fustérouau,50.65,49.35
Galiax,42.05,57.95
Garravet,49.45,50.55
Gaudonville,66.15,33.85
Gaujac,62.07,37.93
Gaujan,71.01,28.99
Gavarret-sur-Aulouste,60.0,40.0
Gazaupouy,63.43,36.57
Gazax-et-Baccarisse,69.23,30.77
Gée-Rivière,78.13,21.88
Gimbrède,53.18,46.82
Gimont,65.64,34.36
Giscaro,67.31,32.69
Gondrin,60.92,39.08
Goutz,63.16,36.84
Goux,61.29,38.71
Haget,57.71,42.29
Haulies,80.0,20.0
Homps,65.08,34.92
Le Houga,69.89,30.11
Idrac-Respaillès,71.93,28.07
L'Isle-Arné,58.11,41.89
L'Isle-Bouzon,68.59,31.41
L'Isle-de-Noé,60.84,39.16
L'Isle-Jourdain,66.96,33.04
Izotges,73.33,26.67
Jegun,69.81,30.19
Jû-Belloc,58.43,41.57
Juillac,72.97,27.03
Juilles,60.16,39.84
Justian,83.87,16.13
Laas,56.52,43.48
Labarthe,68.35,31.65
Labarthète,68.04,31.96
Labastide-Savès,39.56,60.44
Labéjan,71.07,28.93
Labrihe,73.19,26.81
Ladevèze-Rivière,68.97,31.03
Ladevèze-Ville,71.96,28.04
Lagarde,77.91,22.09
Lagarde-Hachan,65.98,34.02
Lagardère,70.0,30.0
Lagraulet-du-Gers,63.16,36.84
Laguian-Mazous,60.39,39.61
Lahas,68.52,31.48
Lahitte,75.95,24.05
Lalanne,53.41,46.59
Lalanne-Arqué,78.89,21.11
Lamaguère,58.7,41.3
Lamazère,71.01,28.99
Lamothe-Goas,61.82,38.18
Lannemaignan,62.71,37.29
Lannepax,49.84,50.16
Lanne-Soubiran,61.33,38.67
Lannux,60.47,39.53
Larée,52.38,47.62
Larressingle,57.05,42.95
Larroque-Engalin,73.68,26.32
Larroque-Saint-Sernin,50.63,49.37
Larroque-sur-l'Osse,61.07,38.93
Lartigue,61.32,38.68
Lasserade,71.88,28.13
Lasséran,74.12,25.88
Lasseube-Propre,71.58,28.42
Laujuzan,54.48,45.52
Lauraët,61.07,38.93
Lavardens,66.07,33.93
Laveraët,71.19,28.81
Laymont,56.1,43.9
Leboulin,75.52,24.48
Lectoure,68.87,31.13
Lelin-Lapujolle,51.35,48.65
Lias,72.43,27.57
Lias-d'Armagnac,51.11,48.89
Ligardes,43.07,56.93
Lombez,61.59,38.41
Loubédat,60.0,40.0
Loubersan,63.83,36.17
Lourties-Monbrun,77.53,22.47
Louslitges,66.67,33.33
Loussous-Débat,83.72,16.28
Lupiac,74.33,25.67
Luppé-Violles,58.23,41.77
Lussan,68.87,31.13
Magnan,62.6,37.4
Magnas,66.67,33.33
Maignaut-Tauzia,65.97,34.03
Malabat,79.71,20.29
Manas-Bastanous,61.82,38.18
Manciet,69.07,30.93
Manent-Montané,69.09,30.91
Mansempuy,65.91,34.09
Mansencôme,73.68,26.32
Marambat,64.59,35.41
Maravat,89.29,10.71
Marciac,75.2,24.8
Marestaing,64.79,35.21
Margouët-Meymes,66.98,33.02
Marguestau,77.27,22.73
Marsan,63.29,36.71
Marseillan,50.79,49.21
Marsolan,68.5,31.5
Mascaras,96.3,3.7
Mas-d'Auvignon,68.0,32.0
Masseube,69.09,30.91
Mauléon-d'Armagnac,64.1,35.9
Maulichères,66.95,33.05
Maumusson-Laguian,60.64,39.36
Maupas,78.26,21.74
Maurens,64.86,35.14
Mauroux,72.86,27.14
Mauvezin,66.96,33.04
Meilhan,58.7,41.3
Mérens,56.1,43.9
Miélan,61.67,38.33
Miradoux,63.05,36.95
Miramont-d'Astarac,63.73,36.27
Miramont-Latour,54.44,45.56
Mirande,66.29,33.71
Mirannes,75.0,25.0
Mirepoix,66.01,33.99
Monbardon,62.79,37.21
Monblanc,62.25,37.75
Monbrun,75.25,24.75
Moncassin,82.93,17.07
Monclar-d'Armagnac,58.18,41.82
Monclar-sur-Losse,63.38,36.62
Moncorneil-Grazan,89.41,10.59
Monferran-Plavès,55.71,44.29
Monferran-Savès,70.31,29.69
Monfort,67.57,32.43
Mongausy,56.0,44.0
Monguilhem,74.85,25.15
Monlaur-Bernet,67.07,32.93
Monlezun,70.73,29.27
Monlezun-d'Armagnac,58.26,41.74
Monpardiac,66.67,33.33
Montadet,66.67,33.33
Montamat,59.3,40.7
Montaut,88.0,12.0
Montaut-les-Créneaux,68.77,31.23
Mont-d'Astarac,67.24,32.76
Mont-de-Marrast,62.0,38.0
Montégut,70.93,29.07
Montégut-Arros,66.28,33.72
Montégut-Savès,50.0,50.0
Montesquiou,71.67,28.33
Montestruc-sur-Gers,58.62,41.38
Monties,55.0,45.0
Montiron,58.33,41.67
Montpézat,54.79,45.21
Montréal,62.38,37.62
Mormès,66.22,33.78
Mouchan,52.7,47.3
Mouchès,75.44,24.56
Mourède,57.38,42.62
Nizas,50.7,49.3
Nogaro,70.85,29.15
Noilhan,58.65,41.35
Nougaroulet,53.88,46.12
Noulens,70.83,29.17
Orbessan,63.06,36.94
Ordan-Larroque,69.26,30.74
Ornézan,71.01,28.99
Pallanne,85.71,14.29
Panassac,76.98,23.02
Panjas,71.36,28.64
Pauilhac,62.03,37.97
Pavie,74.9,25.1
Pébées,58.49,41.51
Pellefigue,63.08,36.92
Perchède,66.18,33.82
Pergain-Taillac,57.23,42.77
Pessan,67.17,32.83
Pessoulens,77.11,22.89
Peyrecave,89.74,10.26
Peyrusse-Grande,70.33,29.67
Peyrusse-Massas,64.91,35.09
Peyrusse-Vieille,63.64,36.36
Pis,57.41,42.59
Plaisance,69.19,30.81
Plieux,59.57,40.43
Polastron,72.66,27.34
Pompiac,62.5,37.5
Ponsampère,59.49,40.51
Ponsan-Soubiran,65.57,34.43
Pouydraguin,76.56,23.44
Pouylebon,51.22,48.78
Pouyloubrin,66.67,33.33
Pouy-Roquelaure,49.33,50.67
Préchac,58.1,41.9
Préchac-sur-Adour,58.77,41.23
Preignan,69.92,30.08
Préneron,61.29,38.71
Projan,67.35,32.65
Pujaudran,63.57,36.43
Puycasquier,52.61,47.39
Puylausic,59.48,40.52
Puységur,47.83,52.17
Ramouzens,56.79,43.21
Razengues,62.39,37.61
Réans,63.89,36.11
Réjaumont,67.26,32.74
Ricourt,85.29,14.71
Riguepeu,65.35,34.65
Riscle,66.9,33.1
La Romieu,62.85,37.15
Roquebrune,61.54,38.46
Roquefort,66.04,33.96
Roquelaure,70.27,29.73
Roquelaure-Saint-Aubin,62.5,37.5
Roquepine,75.0,25.0
Roques,55.56,44.44
Rozès,67.74,32.26
Sabaillan,67.5,32.5
Sabazan,78.31,21.69
Sadeillan,62.16,37.84
Saint-André,59.09,40.91
Sainte-Anne,68.18,31.82
Saint-Antoine,64.21,35.79
Saint-Antonin,65.38,34.62
Saint-Arailles,63.41,36.59
Saint-Arroman,67.06,32.94
Saint-Aunix-Lengros,62.5,37.5
Sainte-Aurence-Cazaux,74.24,25.76
Saint-Avit-Frandat,62.5,37.5
Saint-Blancard,68.33,31.67
Saint-Brès,80.0,20.0
Saint-Christaud,71.11,28.89
Sainte-Christie,57.0,43.0
Sainte-Christie-d'Armagnac,64.17,35.83
Saint-Clar,70.92,29.08
Saint-Créac,82.54,17.46
Saint-Cricq,58.52,41.48
Sainte-Dode,73.68,26.32
Saint-Elix-d'Astarac,61.86,38.14
Saint-Elix-Theux,85.71,14.29
Sainte-Gemme,58.9,41.1
Saint-Georges,61.46,38.54
Saint-Germé,56.16,43.84
Saint-Germier,53.27,46.73
Saint-Griède,67.42,32.58
Saint-Jean-le-Comtal,68.2,31.8
Saint-Jean-Poutge,68.34,31.66
Saint-Justin,65.71,34.29
Saint-Lary,73.48,26.52
Saint-Léonard,69.41,30.59
Saint-Lizier-du-Planté,55.56,44.44
Saint-Loube-Amades,78.79,21.21
Sainte-Marie,67.63,32.37
Saint-Martin,72.46,27.54
Saint-Martin-d'Armagnac,52.94,47.06
Saint-Martin-de-Goyne,75.82,24.18
Saint-Martin-Gimois,74.07,25.93
Saint-Maur,70.59,29.41
Saint-Médard,69.86,30.14
Sainte-Mère,68.0,32.0
Saint-Mézard,67.97,32.03
Saint-Michel,78.62,21.38
Saint-Mont,76.06,23.94
Saint-Orens,54.05,45.95
Saint-Orens-Pouy-Petit,78.79,21.21
Saint-Ost,68.09,31.91
Saint-Paul-de-Baïse,75.0,25.0
